3848.6372,3898.0076,26.0100,223.5996
3851.5449,3894.9541,26.0100,223.5996
3852.0962,3897.6042,26.0100,358.5996
3856.6062,3899.2512,26.0100,313.5996
3856.7639,3903.0376,26.0100,358.5996
3860.2451,3903.7961,26.0100,313.5996
3866.7336,3908.3381,25.9976,313.5996
3870.3242,3908.6968,24.6428,313.5996
3871.0557,3910.9619,24.6428,108.4603
4060.8638,3924.8091,10.1511,280.0727
4064.3550,3922.9863,10.1385,280.0727
4066.3457,3926.1353,10.1566,325.0727
4062.6638,3928.9919,10.0990,55.0727
4059.7271,3925.1650,10.1470,145.0727
4065.7495,3920.6267,10.1267,235.0727
4063.6265,3918.2996,10.0721,100.0727
4059.9731,3920.6243,10.1050,55.0727
4056.6252,3917.0415,10.0654,100.0727
4053.3716,3919.1882,10.1059,55.0727
4530.4141,4090.3621,8.9028,299.1862
4527.8975,4089.8020,8.9028,119.1861
4524.2461,4090.7488,8.9028,74.1861
4520.2178,4091.8818,8.9028,74.1861
4516.6045,4092.9043,8.9028,74.1861
4658.1626,4071.8782,8.4629,334.9066
4660.8921,4070.8455,8.4629,244.9065
4659.8643,4068.1311,8.4629,154.9065
4657.3936,4066.7314,8.4629,109.9065
4657.7485,4062.5225,8.4629,154.9065
4660.4648,4063.6423,8.4629,334.9066
4664.4551,4068.2722,8.4629,334.9066
4670.6084,4065.9504,8.4629,244.9065
3699.0308,3482.0781,6.8201,294.3886
3703.2285,3476.0376,6.6017,229.5136
3707.6799,3478.1021,6.9186,294.3886
3711.0071,3472.4314,7.8727,249.3886
3714.6531,3474.2258,8.5109,339.3887
3718.0579,3470.0066,6.7273,249.3886
3723.3083,3472.2561,4.9942,294.3886
3726.1611,3467.9006,6.8242,249.3886
3725.0378,3464.2510,8.7310,159.3886
3723.5430,3460.2771,10.4116,159.3886
